company,Total Revenue_1,Total Revenue_2,Total Revenue_3,Total Revenue_4,Total Revenue_5,Cost of Revenue_1,Cost of Revenue_2,Cost of Revenue_3,Cost of Revenue_4,Cost of Revenue_5,Gross Profit_1,Gross Profit_2,Gross Profit_3,Gross Profit_4,Gross Profit_5,Research Development_1,Research Development_2,Research Development_3,Research Development_4,Research Development_5,Selling General and Administrative_1,Selling General and Administrative_2,Selling General and Administrative_3,Selling General and Administrative_4,Selling General and Administrative_5,Total Operating Expenses_1,Total Operating Expenses_2,Total Operating Expenses_3,Total Operating Expenses_4,Total Operating Expenses_5,Operating Income or Loss_1,Operating Income or Loss_2,Operating Income or Loss_3,Operating Income or Loss_4,Operating Income or Loss_5,Interest Expense_1,Interest Expense_2,Interest Expense_3,Interest Expense_4,Interest Expense_5,Total Other Income/Expenses Net_1,Total Other Income/Expenses Net_2,Total Other Income/Expenses Net_3,Total Other Income/Expenses Net_4,Total Other Income/Expenses Net_5,Income Before Tax_1,Income Before Tax_2,Income Before Tax_3,Income Before Tax_4,Income Before Tax_5,Income Tax Expense_1,Income Tax Expense_2,Income Tax Expense_3,Income Tax Expense_4,Income Tax Expense_5,Income from Continuing Operations_1,Income from Continuing Operations_2,Income from Continuing Operations_3,Income from Continuing Operations_4,Income from Continuing Operations_5,Net Income_1,Net Income_2,Net Income_3,Net Income_4,Net Income_5,Net Income available to common shareholders_1,Net Income available to common shareholders_2,Net Income available to common shareholders_3,Net Income available to common shareholders_4,Net Income available to common shareholders_5,Basic_1,Basic_2,Basic_3,Basic_4,Basic_5,Diluted_1,Diluted_2,Diluted_3,Diluted_4,Diluted_5,Basic_1,Basic_2,Basic_3,Basic_4,Basic_5,Diluted_1,Diluted_2,Diluted_3,Diluted_4,Diluted_5,EBITDA_1,EBITDA_2,EBITDA_3,EBITDA_4,EBITDA_5,Cash And Cash Equivalents_1,Cash And Cash Equivalents_2,Cash And Cash Equivalents_3,Cash And Cash Equivalents_4,Short Term Investments_1,Short Term Investments_2,Short Term Investments_3,Short Term Investments_4,Total Cash_1,Total Cash_2,Total Cash_3,Total Cash_4,Net Receivables_1,Net Receivables_2,Net Receivables_3,Net Receivables_4,Inventory_1,Inventory_2,Inventory_3,Inventory_4,Other Current Assets_1,Other Current Assets_2,Other Current Assets_3,Other Current Assets_4,Total Current Assets_1,Total Current Assets_2,Total Current Assets_3,Total Current Assets_4,"Gross property, plant and equipment_1","Gross property, plant and equipment_2","Gross property, plant and equipment_3","Gross property, plant and equipment_4",Accumulated Depreciation_1,Accumulated Depreciation_2,Accumulated Depreciation_3,Accumulated Depreciation_4,"Net property, plant and equipment_1","Net property, plant and equipment_2","Net property, plant and equipment_3","Net property, plant and equipment_4",Equity and other investments_1,Equity and other investments_2,Equity and other investments_3,Equity and other investments_4,Goodwill_1,Goodwill_2,Goodwill_3,Goodwill_4,Intangible Assets_1,Intangible Assets_2,Intangible Assets_3,Intangible Assets_4,Other long-term assets_1,Other long-term assets_2,Other long-term assets_3,Other long-term assets_4,Total non-current assets_1,Total non-current assets_2,Total non-current assets_3,Total non-current assets_4,Total Assets_1,Total Assets_2,Total Assets_3,Total Assets_4,Total Revenue_1,Total Revenue_2,Total Revenue_3,Total Revenue_4,Accounts Payable_1,Accounts Payable_2,Accounts Payable_3,Accounts Payable_4,Taxes payable_1,Taxes payable_2,Taxes payable_3,Taxes payable_4,Accrued liabilities_1,Accrued liabilities_2,Accrued liabilities_3,Accrued liabilities_4,Deferred revenues_1,Deferred revenues_2,Deferred revenues_3,Deferred revenues_4,Other Current Liabilities_1,Other Current Liabilities_2,Other Current Liabilities_3,Other Current Liabilities_4,Total Current Liabilities_1,Total Current Liabilities_2,Total Current Liabilities_3,Total Current Liabilities_4,Long Term Debt_1,Long Term Debt_2,Long Term Debt_3,Long Term Debt_4,Deferred taxes liabilities_1,Deferred taxes liabilities_2,Deferred taxes liabilities_3,Deferred taxes liabilities_4,Deferred revenues_1,Deferred revenues_2,Deferred revenues_3,Deferred revenues_4,Other long-term liabilities_1,Other long-term liabilities_2,Other long-term liabilities_3,Other long-term liabilities_4,Total non-current liabilities_1,Total non-current liabilities_2,Total non-current liabilities_3,Total non-current liabilities_4,Total Liabilities_1,Total Liabilities_2,Total Liabilities_3,Total Liabilities_4,Common Stock_1,Common Stock_2,Common Stock_3,Common Stock_4,Retained Earnings_1,Retained Earnings_2,Retained Earnings_3,Retained Earnings_4,Accumulated other comprehensive income_1,Accumulated other comprehensive income_2,Accumulated other comprehensive income_3,Accumulated other comprehensive income_4,Total stockholders' equity_1,Total stockholders' equity_2,Total stockholders' equity_3,Total stockholders' equity_4,Total liabilities and stockholders' equity_1,Total liabilities and stockholders' equity_2,Total liabilities and stockholders' equity_3,Total liabilities and stockholders' equity_4,Net Income_1,Net Income_2,Net Income_3,Net Income_4,Net Income_5,Depreciation & amortization_1,Depreciation & amortization_2,Depreciation & amortization_3,Depreciation & amortization_4,Depreciation & amortization_5,Deferred income taxes_1,Deferred income taxes_2,Deferred income taxes_3,Deferred income taxes_4,Deferred income taxes_5,Stock based compensation_1,Stock based compensation_2,Stock based compensation_3,Stock based compensation_4,Stock based compensation_5,Change in working capital_1,Change in working capital_2,Change in working capital_3,Change in working capital_4,Change in working capital_5,Accounts receivable_1,Accounts receivable_2,Accounts receivable_3,Accounts receivable_4,Accounts receivable_5,Inventory_1,Inventory_2,Inventory_3,Inventory_4,Inventory_5,Accounts Payable_1,Accounts Payable_2,Accounts Payable_3,Accounts Payable_4,Accounts Payable_5,Other working capital_1,Other working capital_2,Other working capital_3,Other working capital_4,Other working capital_5,Other non-cash items_1,Other non-cash items_2,Other non-cash items_3,Other non-cash items_4,Other non-cash items_5,Net cash provided by operating activites_1,Net cash provided by operating activites_2,Net cash provided by operating activites_3,Net cash provided by operating activites_4,Net cash provided by operating activites_5,"Investments in property, plant and equipment_1","Investments in property, plant and equipment_2","Investments in property, plant and equipment_3","Investments in property, plant and equipment_4","Investments in property, plant and equipment_5","Acquisitions, net_1","Acquisitions, net_2","Acquisitions, net_3","Acquisitions, net_4","Acquisitions, net_5",Purchases of investments_1,Purchases of investments_2,Purchases of investments_3,Purchases of investments_4,Purchases of investments_5,Sales/Maturities of investments_1,Sales/Maturities of investments_2,Sales/Maturities of investments_3,Sales/Maturities of investments_4,Sales/Maturities of investments_5,Other investing activites_1,Other investing activites_2,Other investing activites_3,Other investing activites_4,Other investing activites_5,Net cash used for investing activites_1,Net cash used for investing activites_2,Net cash used for investing activites_3,Net cash used for investing activites_4,Net cash used for investing activites_5,Debt repayment_1,Debt repayment_2,Debt repayment_3,Debt repayment_4,Debt repayment_5,Common stock issued_1,Common stock issued_2,Common stock issued_3,Common stock issued_4,Common stock issued_5,Common stock repurchased_1,Common stock repurchased_2,Common stock repurchased_3,Common stock repurchased_4,Common stock repurchased_5,Dividends Paid_1,Dividends Paid_2,Dividends Paid_3,Dividends Paid_4,Dividends Paid_5,Other financing activites_1,Other financing activites_2,Other financing activites_3,Other financing activites_4,Other financing activites_5,Net cash used privided by (used for) financing activities_1,Net cash used privided by (used for) financing activities_2,Net cash used privided by (used for) financing activities_3,Net cash used privided by (used for) financing activities_4,Net cash used privided by (used for) financing activities_5,Net change in cash_1,Net change in cash_2,Net change in cash_3,Net change in cash_4,Net change in cash_5,Cash at beginning of period_1,Cash at beginning of period_2,Cash at beginning of period_3,Cash at beginning of period_4,Cash at beginning of period_5,Cash at end of period_1,Cash at end of period_2,Cash at end of period_3,Cash at end of period_4,Cash at end of period_5,Operating Cash Flow_1,Operating Cash Flow_2,Operating Cash Flow_3,Operating Cash Flow_4,Operating Cash Flow_5,Capital Expenditure_1,Capital Expenditure_2,Capital Expenditure_3,Capital Expenditure_4,Capital Expenditure_5,Free Cash Flow_1,Free Cash Flow_2,Free Cash Flow_3,Free Cash Flow_4,Free Cash Flow_5
TSLA,"24,941,426","21,461,268","11,758,751","7,000,132","4,046,024","20,488,072","17,419,247","9,536,264","5,400,875","3,122,521","4,453,354","4,042,021","2,222,487","1,599,257","923,503","1,371,217","1,460,370","1,378,073","834,408","717,900","2,748,518","2,834,491","2,476,500","1,432,189","922,232","4,119,735","4,294,861","3,854,573","2,266,597","1,640,132","333,619","-252,840","-1,632,086","-667,340","-716,629","679,375","663,071","471,259","198,810","118,851","-198,950","-113,367","-125,373","111,272","-41,652","-511,327","-1,004,745","-2,209,032","-746,348","-875,624","80,829","57,837","31,546","26,698","13,039","-592,156","-1,062,582","-2,240,578","-773,046","-888,663","-659,470","-976,091","-1,961,400","-674,914","-888,663","-659,470","-976,091","-1,961,400","-674,914","-888,663",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"170,525","165,758","144,212","128,202",N/A,"170,525","165,758","144,212","128,202",N/A,"1,559,376","-101,770","399,561","-756,773","3,685,618","3,367,914","3,393,216","1,196,908",N/A,N/A,N/A,N/A,"3,685,618","3,367,914","3,393,216","1,196,908","949,022","515,381","499,142","168,965","3,113,446","2,263,537","2,067,454","1,277,838",N/A,0,0,0,"8,306,308","6,570,520","6,259,796","2,791,568","19,691,231","20,491,616","15,036,917","5,194,737","-3,194,616","-1,943,904","-1,017,642","-571,126","19,691,231","20,491,616","15,036,917","5,194,737",N/A,N/A,N/A,N/A,N/A,N/A,"68,159","60,237",N/A,"282,492","361,502","376,145","969,876","714,845","484,916","106,155","21,433,306","22,084,852","16,404,280","5,300,892","29,739,614","28,655,372","22,664,076","8,092,460","2,567,699","858,026","1,150,147","633,166","3,404,451","2,390,250","1,860,341","1,338,945",N/A,N/A,N/A,N/A,"2,094,253","1,731,366","1,210,028","321,592","1,422,893","1,869,172","1,426,985","283,370","502,840","787,333","179,504","136,831","9,992,136","7,636,147","5,827,005","1,622,315","9,403,672","9,456,912","5,978,284","2,682,914",N/A,N/A,N/A,N/A,"990,873","1,177,799","851,790","1,006,896","3,039,329","4,752,192","4,101,872","1,658,720","13,989,838","15,784,637","11,298,985","5,381,201","23,981,974","23,420,784","17,125,990","7,003,516",173,169,161,131,"-5,317,832","-4,974,299","-2,997,237","-2,322,323","-8,218","33,348","-23,740","-3,556","4,923,243","4,237,242","4,752,911","1,088,944","29,739,614","28,655,372","22,664,076","8,092,460","-659,470","-976,091","-1,961,400","-674,914","-888,663","2,045,711","1,901,050","1,636,003","947,099","422,590",N/A,N/A,N/A,N/A,N/A,"828,282","749,024","466,760","334,225","197,999","161,413","57,951","-496,603","-693,861","-493,289","-566,535","-496,732","-24,635","-216,565","46,267","-320,136","-1,023,264","-178,850","-2,465,703","-1,573,860",N/A,N/A,N/A,N/A,N/A,"1,357,776","-221,714","-4,142,008","-1,564,300","-524,499","179,848","452,359","573,764","61,754","98,436","2,849,842","2,097,802","-60,654","-123,829","-524,499","-1,492,066","-2,319,516","-4,081,354","-1,440,471","-1,634,850",N/A,N/A,"-17,912","-114,523","-12,260",N/A,N/A,N/A,0,0,N/A,0,0,"16,667",0,N/A,N/A,"-223,090","-189,482","-26,441","-1,473,362","-2,337,428","-4,418,967","-1,416,430","-1,673,551","-7,614,339","-6,087,029","-4,263,788","-1,904,483","-203,780","848,232",0,"400,175","1,701,734","750,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-521,682","499,595","804,661","297,116","-17,025","1,293,295","573,755","4,414,864","3,743,976","1,523,523","2,665,055","311,429","-25,302","2,196,308","-708,805","2,783,238","3,964,959","3,393,216","1,196,908","1,905,713","5,453,013","4,276,388","3,367,914","3,393,216","1,196,908","2,849,842","2,097,802","-60,654","-123,829","-524,499","-1,492,066","-2,319,516","-4,081,354","-1,440,471","-1,634,850","1,357,776","-221,714","-4,142,008","-1,564,300","-524,499"
NFLX,"18,875,854","15,794,341","11,692,713","8,830,669","6,779,511","12,043,440","9,967,538","7,659,666","6,029,901","4,591,476","6,832,414","5,826,803","4,033,047","2,800,768","2,188,035","1,412,618","1,221,814","1,052,778","852,098","650,788","3,058,287","2,999,763","2,141,590","1,568,877","1,231,421","4,470,905","4,221,577","3,194,368","2,420,975","1,882,209","2,361,509","1,605,226","838,679","379,793","305,826","577,029","420,493","238,204","150,114","132,716",N/A,N/A,"-115,154","30,828","-31,225","2,032,294","1,226,458","485,321","260,507","141,885","618,414","15,216","-73,608","73,829","19,244","1,413,880","1,211,242","558,929","186,678","122,641","1,413,880","1,211,242","558,929","186,678","122,641","1,413,880","1,211,242","558,929","186,678","122,641",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"435,374","431,885","428,822","425,889",N/A,"451,244","446,814","438,652","436,456",N/A,"9,303,408","7,053,910","5,335,599","3,821,646","3,794,483","2,822,795","1,467,576","1,809,330",N/A,0,"266,206","501,385","3,794,483","2,822,795","1,733,782","2,310,715",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,899,652","4,847,179","3,986,509","3,121,125","9,694,135","7,669,974","5,720,291","5,431,840","786,800","641,218","544,604","470,758","-368,519","-321,814","-294,209","-297,346","418,281","319,404","250,395","173,412",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,960,954","10,371,055","7,274,501","4,312,817","901,030","652,309","341,423","284,802","16,280,265","11,342,768","7,866,319","4,771,031","25,974,400","19,012,742","13,586,610","10,202,871",N/A,N/A,N/A,N/A,"562,985","359,555","312,842","253,491",N/A,N/A,N/A,N/A,"477,417","315,094","197,632","140,389","760,899","618,622","443,472","346,721","4,686,019","4,173,041","3,632,711","2,789,023","6,487,320","5,466,312","4,586,657","3,529,624","10,360,058","6,499,432","3,364,311","2,371,362",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,888,257","3,465,042","2,955,842","2,078,459","14,248,315","9,964,474","6,320,153","4,449,821","20,735,635","15,430,786","10,906,810","7,979,445","2,315,988","1,871,396","1,599,762","1,324,809","2,942,359","1,731,117","1,128,603","941,925","-19,582","-20,557","-48,565","-43,308","5,238,765","3,581,956","2,679,800","2,223,426","25,974,400","19,012,742","13,586,610","10,202,871","1,413,880","1,211,242","558,929","186,678","122,641","8,821,002","7,656,457","6,330,385","4,924,978","3,547,045","79,772","-85,520","-208,688","-46,847","-58,655","394,024","320,657","182,209","173,675","124,725","425,071","1,293,647","958,983","1,965,030","1,335,300",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-12,953","199,198","74,559","32,247","51,615","-2,904,946","-2,893,011","-2,012,970","-1,658,814","-918,645","-13,604,539","-13,003,009","-9,748,556","-8,612,377","-5,740,024","-2,660,419","-2,680,479","-1,785,948","-1,473,984","-749,439","-244,527","-212,532","-227,022","-184,830","-169,206",N/A,N/A,N/A,N/A,N/A,N/A,0,"-74,819","-187,193","-371,915",N/A,0,"342,859","422,729","363,841","-15,324","-126,588","-6,689",-941,"-1,912","-259,851","-339,120","34,329","49,765","-179,192",N/A,N/A,N/A,N/A,-545,"68,307","124,502","88,378","36,979","77,980",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-37,630","-37,827","-31,898","54,651","62,842","4,335,725","4,048,527","3,076,990","1,091,630","1,640,277","1,381,157","989,246","1,355,219","-341,754","695,722","3,078,564","2,822,795","1,467,576","1,809,330","1,113,608","4,494,019","3,812,041","2,822,795","1,467,576","1,809,330","-2,660,419","-2,680,479","-1,785,948","-1,473,984","-749,439","-244,527","-212,532","-227,022","-184,830","-169,206","-2,904,946","-2,893,011","-2,012,970","-1,658,814","-918,645"
GM,"145,128,000","147,049,000","145,588,000","166,380,000","152,356,000","116,957,000","120,656,000","114,869,000","136,333,000","128,321,000","28,171,000","26,393,000","30,719,000","30,047,000","24,035,000",N/A,N/A,N/A,N/A,N/A,"9,263,000","9,650,000","9,575,000","11,710,000","13,405,000","22,001,000","21,948,000","20,703,000","20,502,000","19,138,000","6,170,000","4,445,000","10,016,000","9,545,000","4,897,000","722,000","655,000","575,000","572,000","443,000","3,824,000","2,163,000","2,132,000","2,526,000","3,095,000","9,297,000","8,549,000","11,863,000","11,684,000","7,718,000","150,000","474,000","11,533,000","2,416,000","-1,897,000","9,147,000","8,075,000","330,000","9,268,000","9,615,000","9,153,000","8,014,000","-3,864,000","9,427,000","9,687,000","9,009,000","7,916,000","-3,880,000","9,427,000","9,687,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,411,000","1,465,000","1,540,000","1,586,000",N/A,"1,431,000","1,492,000","1,570,000","1,640,000",N/A,"22,873,000","24,699,000","22,664,000","16,178,000","20,844,000","15,512,000","12,960,000","15,238,000","5,966,000","8,313,000","11,841,000","8,163,000","26,810,000","23,825,000","24,801,000","23,401,000","33,399,000","28,685,000","31,703,000","26,388,000","9,816,000","10,663,000","13,788,000","13,764,000","5,268,000","5,571,000","5,911,000","4,265,000","75,293,000","68,744,000","76,203,000","78,007,000","82,317,000","79,135,000","88,309,000","63,750,000","-26,725,000","-24,081,000","-17,963,000","-12,349,000","82,317,000","79,135,000","70,346,000","51,401,000","9,215,000","9,073,000","8,996,000","9,201,000","1,861,000","1,857,000","1,868,000","1,371,000","3,718,000","3,992,000","4,391,000","4,576,000","5,770,000","4,929,000","4,070,000","3,021,000","152,046,000","143,738,000","145,487,000","116,513,000","227,339,000","212,482,000","221,690,000","194,520,000","31,891,000","26,965,000","29,028,000","19,562,000","22,297,000","23,929,000","26,961,000","24,062,000",N/A,N/A,N/A,N/A,"28,049,000","25,996,000","26,437,000","25,615,000","3,504,000","3,400,000","2,755,000","2,227,000",N/A,"24,450,000","27,861,000","18,745,000","82,237,000","76,890,000","85,181,000","71,466,000","73,060,000","67,254,000","55,600,000","43,549,000",N/A,N/A,"12,357,000","12,394,000","2,959,000","2,887,000","2,362,000","2,007,000","12,357,000","12,394,000","46,015,000","35,601,000","102,325,000","99,392,000","92,434,000","82,731,000","184,562,000","176,282,000","177,615,000","154,197,000","14,000","14,000","15,000","15,000","22,322,000","17,627,000","26,168,000","20,285,000","-9,039,000","-8,011,000","-9,330,000","-8,036,000","38,860,000","35,001,000","43,836,000","39,871,000","227,339,000","212,482,000","221,690,000","194,520,000","9,153,000","8,014,000","-3,864,000","9,427,000","9,687,000","14,482,000","13,669,000","12,261,000","10,408,000","8,017,000","-619,000","-112,000","10,880,000","1,886,000","-2,757,000",N/A,N/A,N/A,N/A,N/A,"-3,257,000","-1,376,000","-3,015,000","-438,000","-1,754,000",N/A,"492,000","1,402,000","-1,285,000","-254,000",N/A,"399,000","440,000","-320,000","-1,350,000",N/A,"-537,000","-362,000","3,469,000","1,953,000","-8,991,000","-10,241,000","-10,305,000","-12,621,000","-11,054,000",N/A,"-1,678,000","-468,000","-904,000","-97,000","14,698,000","15,256,000","17,328,000","16,545,000","11,978,000","-23,689,000","-25,497,000","-27,633,000","-29,166,000","-23,032,000",N/A,"-83,000","-41,000","-809,000","-928,000","-3,462,000","-2,820,000","-5,503,000","-15,444,000","-9,363,000","3,466,000","5,108,000","9,007,000","11,743,000","10,221,000","-7,100,000","-8,501,000","-6,569,000","-4,524,000","-6,029,000","-18,863,000","-20,763,000","-27,572,000","-35,643,000","-28,035,000","-35,108,000","-33,323,000","-33,592,000","-23,815,000","-17,256,000",N/A,N/A,N/A,N/A,"2,862,000",N/A,"-190,000","-4,492,000","-2,500,000","-3,520,000","-2,322,000","-2,242,000","-2,233,000","-2,368,000","-2,242,000","-441,000","-640,000","-305,000","-117,000","-103,000","6,587,000","11,454,000","12,410,000","17,139,000","13,686,000","2,410,000","5,648,000","2,688,000","-2,172,000","-3,716,000","17,771,000","17,848,000","15,160,000","17,332,000","18,954,000","20,193,000","23,496,000","17,848,000","15,160,000","15,238,000","14,698,000","15,256,000","17,328,000","16,545,000","11,978,000","-23,689,000","-25,497,000","-27,633,000","-29,166,000","-23,032,000","-8,991,000","-10,241,000","-10,305,000","-12,621,000","-11,054,000"
F,"157,978,000","160,338,000","156,776,000","151,800,000","149,558,000","135,635,000","136,269,000","131,332,000","126,584,000","126,495,000","22,343,000","24,069,000","25,444,000","25,216,000","23,063,000",N/A,N/A,N/A,N/A,N/A,"11,165,000","11,403,000","11,527,000","12,196,000","14,999,000","20,680,000","20,866,000","20,631,000","20,944,000","15,283,000","1,663,000","3,203,000","4,813,000","4,272,000","7,780,000","1,086,000","1,228,000","1,133,000","894,000","773,000","400,000","1,670,000","4,007,000","3,124,000","2,933,000","1,779,000","4,345,000","8,148,000","6,796,000","10,252,000","135,000","650,000","520,000","2,189,000","2,881,000","1,644,000","3,695,000","7,628,000","4,607,000","7,371,000","1,603,000","3,677,000","7,602,000","4,596,000","7,373,000","1,603,000","3,677,000","7,602,000","4,596,000","7,373,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,974,000","3,975,000","3,973,000","3,969,000",N/A,"3,998,000","3,998,000","3,999,000","4,002,000",N/A,"13,881,000","17,734,000","16,407,000","18,991,000","16,718,000","18,492,000","15,905,000","14,272,000","17,233,000","20,435,000","22,922,000","20,904,000","33,951,000","38,927,000","38,827,000","35,176,000","65,548,000","62,809,000","57,368,000","90,691,000","11,220,000","10,277,000","8,898,000","8,319,000","3,930,000","3,889,000","3,368,000","2,913,000","114,649,000","115,902,000","108,461,000","145,470,000","66,421,000","65,189,000","59,876,000","57,629,000","-30,243,000","-29,862,000","-27,804,000","-27,466,000","36,178,000","35,327,000","32,072,000","30,163,000","31,828,000","31,320,000","32,133,000","30,317,000",N/A,N/A,N/A,"264,000",N/A,N/A,N/A,"178,000","7,487,000","8,104,000","5,656,000","7,466,000","141,891,000","141,906,000","129,490,000","79,455,000","256,540,000","257,808,000","237,951,000","224,925,000","53,493,000","51,621,000","49,669,000","42,998,000","21,520,000","23,282,000","21,296,000","20,272,000",N/A,N/A,N/A,N/A,"988,000","1,057,000","974,000","255,000","2,095,000","2,107,000","3,866,000","4,559,000","15,175,000","14,295,000","12,411,000","11,048,000","95,569,000","94,600,000","90,281,000","81,262,000","100,720,000","102,666,000","93,301,000","89,856,000","597,000","815,000","691,000","502,000","3,985,000","3,829,000","3,687,000","2,833,000","3,880,000","3,990,000","3,979,000","5,792,000","125,005,000","128,290,000","118,483,000","115,006,000","220,574,000","222,890,000","208,764,000","196,268,000","41,000","41,000","41,000","41,000","22,668,000","21,218,000","15,634,000","14,414,000","-7,366,000","-6,959,000","-7,013,000","-6,257,000","35,932,000","34,890,000","29,170,000","28,642,000","256,540,000","257,808,000","237,951,000","224,925,000",N/A,N/A,N/A,N/A,"1,603,000",N/A,N/A,N/A,N/A,"8,423,000",N/A,N/A,N/A,N/A,"-518,000",N/A,N/A,N/A,N/A,"230,000",N/A,N/A,N/A,N/A,"3,465,000",N/A,N/A,N/A,N/A,"-1,136,000",N/A,N/A,N/A,N/A,"-258,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,622,000",N/A,N/A,N/A,N/A,"9,000",N/A,N/A,N/A,N/A,"16,096,000",N/A,N/A,N/A,N/A,"-7,474,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-14,960,000",N/A,N/A,N/A,N/A,"15,949,000",N/A,N/A,N/A,N/A,"-5,552,000",N/A,N/A,N/A,N/A,"-12,037,000",N/A,N/A,N/A,N/A,"-45,084,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-237,000",N/A,N/A,N/A,N/A,"-2,391,000",N/A,N/A,N/A,N/A,"-181,000",N/A,N/A,N/A,N/A,"-1,914,000",N/A,N/A,N/A,N/A,"1,926,000",N/A,N/A,N/A,N/A,"18,755,000",N/A,N/A,N/A,N/A,"20,900,000",N/A,N/A,N/A,N/A,"16,096,000",N/A,N/A,N/A,N/A,"-7,474,000",N/A,N/A,N/A,N/A,"8,622,000"
PCAR,"25,152,000","23,495,700","19,456,400","17,033,300","19,115,100","21,231,400","19,839,900","16,470,800","14,280,100","15,993,800","3,920,600","3,655,800","2,985,600","2,753,200","3,121,300","314,200","306,100","264,700","247,200","239,800","662,400","644,700","555,000","540,200","541,500","988,800","967,300","842,000","805,800","793,700","2,931,800","2,688,500","2,143,600","1,947,400","2,327,600",N/A,"60,800","5,600","11,600","12,300","77,400","60,900","35,300","-805,400","21,800","3,055,000","2,810,200","2,173,300","1,130,400","2,337,100","682,900","615,100","498,100","608,700","733,100","2,372,100","2,195,100","1,675,200","521,700","1,604,000","2,372,100","2,195,100","1,675,200","521,700","1,604,000","2,372,100","2,195,100","1,675,200","521,700","1,604,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"351,000","351,900","351,100","354,600",N/A,"351,800","352,900","351,800","355,600",N/A,"3,742,600","3,251,100","2,940,500","3,234,700","3,435,900","2,364,700","1,915,700","2,016,400","1,020,400","1,367,100","1,140,900","1,448,100","4,299,600","3,621,900","2,922,600","3,378,000","1,314,400","1,127,900","862,200","879,000","1,184,700","928,400","727,800","796,500","364,700","404,400","225,600","245,700","6,798,700","5,678,200","4,512,600","5,053,500","4,284,100","4,559,700","3,931,500","3,801,700","-4,711,600","-4,689,700","-4,018,400","-3,838,000","4,284,100","4,559,700","3,931,500","3,801,700",N/A,N/A,"12,194,800","12,254,600",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,399,600","13,202,300","12,194,800","12,254,600","18,683,700","17,762,000","16,126,300","16,056,300","25,482,400","23,440,200","20,638,900","21,109,800","3,256,800","2,723,700","2,242,500","2,620,400","5,710,900","5,270,400","4,056,200","4,331,900",N/A,N/A,N/A,N/A,"993,000","760,400","539,100","514,300",N/A,N/A,N/A,N/A,"729,800","654,400","556,400","627,700","5,710,900","5,270,400","4,056,200","4,331,900","6,693,700","6,155,700","6,232,700","5,971,100","704,900","773,700","934,900","889,100","842,400","1,339,000","1,072,600","1,047,400","11,178,600","10,119,300","9,805,100","9,837,500","11,178,600","10,119,300","9,805,100","9,837,500","16,889,500","15,389,700","13,861,300","14,169,400","346,600","351,800","350,700","351,300","9,275,400","8,369,100","7,484,900","7,536,800","-1,098,500","-793,600","-1,128,100","-1,017,000","8,592,900","8,050,500","6,777,600","6,940,400","25,482,400","23,440,200","20,638,900","21,109,800","2,372,100","2,195,100","1,675,200","521,700","1,604,000","1,032,600","1,054,100","1,107,500","993,100","907,100",N/A,"17,500","-173,900","30,900","-55,200",N/A,N/A,N/A,N/A,N/A,"-498,000","-558,100","-295,500","395,300","-266,400","-772,800","-512,300","-272,000","401,600","-273,400","-92,900","-332,700","-149,900","64,100","64,300","265,100","528,900","333,600","-8,600","-162,600","1,039,300","1,040,000","869,200","335,900","830,800","66,300","301,200","228,600","390,700","311,300","2,983,300","2,992,300","2,715,800","2,300,800","2,556,000","-1,944,000","-1,952,300","-1,846,600","-1,964,900","-1,725,200",N/A,N/A,N/A,N/A,N/A,"-757,800","-615,900","-970,300","-1,031,900","-1,329,800","668,700","931,500","779,500","1,304,800","1,035,500","-922,400","-945,800","-397,900","-306,600","-407,300","-2,310,900","-1,930,700","-1,964,600","-1,564,300","-1,974,900","-1,727,600","-1,755,300","-1,897,100","-1,625,100","-1,580,100",N/A,N/A,N/A,N/A,N/A,"-316,700","-354,400",0,"-70,500","-201,600","-1,112,800","-804,300","-558,300","-829,300","-680,500",N/A,N/A,"39,300","29,400","21,800","67,700","71,100","-393,800","-823,500","-196,500","712,600","1,071,200","449,000","-100,700","278,800","2,506,800","2,364,700","1,915,700","2,016,400","1,737,600","3,246,900","3,435,900","2,364,700","1,915,700","2,016,400","2,983,300","2,992,300","2,715,800","2,300,800","2,556,000","-1,944,000","-1,952,300","-1,846,600","-1,964,900","-1,725,200","1,039,300","1,040,000","869,200","335,900","830,800"
